Title,manga_id,# number tags,Tags,Review
GEφGood Eater (Light Novel),27597,3,"['Comedy', 'Fantasy', 'Light Novels']",0
Ghost: Boku no Hatsukoi ga Kieru made (Light Novel),90730,4,"['Drama', 'Light Novels', 'Ghosts', 'Supernatural']",0
Ghost Gallop: Soukuu no Yuurei Ki (Light Novel),63996,4,"['Action', 'Light Novels', 'Sci Fi', 'Aviation']",0
Ghost in the Shell 2: Innocence - After the Long Goodbye (Light Novel),26386,6,"['Drama', 'Light Novels', 'Mystery', 'Sci Fi', 'Police', 'Psychological']",0
Ghost in the Shell: Five New Short Stories (Light Novel),34878,5,"['Action', 'Light Novels', 'Sci Fi', 'Anthologies', 'Based on a Manga']",0
Ghost in the Shell (Light Novel),74718,7,"['Light Novels', 'Sci Fi', 'Cyberpunk', 'Cyborgs', 'Hacking', 'Police', 'Based on a Manga']",0
Ghost in the Shell: Stand Alone Complex (Light Novel),33487,7,"['Action', 'Light Novels', 'Sci Fi', 'Cyberpunk', 'Hacking', 'Psychological', 'Based on an Anime']",0
Ghost Write (Light Novel),49586,3,"['Light Novels', 'Ghosts', 'Supernatural']",0
Giaku no Ou (Light Novel),49587,5,"['Action', 'Fantasy', 'Light Novels', 'Magic', 'School Life']",0
Gichigichi Chou Kousoku: Ori no Naka no Cruz Tera (Light Novel),48282,3,"['Ecchi', 'Fantasy', 'Light Novels']",0
Gifted (Light Novel),46603,3,"['Drama', 'Light Novels', 'Psychological']",0
Gift: Kowamote na Aisaika-tachi no Yoru wa Amai (Light Novel),80263,2,"['Light Novels', 'Romance']",0
"Gift Soudatsusen ni Noriokuretara, Last One Wanshou de Saikyou Skill wo Teni Ireta (Light Novel)",96328,5,"['Adventure', 'Fantasy', 'Light Novels', 'Magic', 'Based on a Web Novel']",0
Gifu Koushaku to Osanazuma (Light Novel),94196,3,"['Fantasy', 'Light Novels', 'Romance']",0
Gifu to Haitoku no Koi wo Kasanete (Light Novel),50373,2,"['Light Novels', 'Romance']",0
“Gijinka” Skill de Cheat Bishoujo wo Umidashite Saikyou Koukoku wo Tsukutte Miru (Light Novel),97833,6,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Magic']",0
Gikei: Meiji Tsuya Mandara (Light Novel),38815,7,"['Light Novels', 'Romance', 'Historical', 'Explicit Sex', 'Incest', 'Mature Themes', 'Smut']",0
Gikei Shougun no Ryakudatsuai: Torikago de Bimai wa Karen ni Aegu (Light Novel),48043,2,"['Light Novels', 'Romance']",0
Gikei Vampire wa Doku no Otome wo Kakoikomu (Light Novel),96850,4,"['Fantasy', 'Light Novels', 'Romance', 'Vampires']",0
Gildore (Light Novel),81651,5,"['Action', 'Adventure', 'Light Novels', 'Sci Fi', 'Monsters']",0
Gimmick: Warden no Kagegami (Light Novel),31467,3,"['Action', 'Light Novels', 'Supernatural']",0
Ginban Kaleidoscope (Light Novel),17224,11,"['Comedy', 'Drama', 'Light Novels', 'Romance', 'Sports', 'Body Sharing', 'Ghosts', 'Ice Skating', 'Supernatural', 'Tournaments', 'Adapted to Anime']",0
Gindan no Gunswordia (Light Novel),88037,6,"['Action', 'Ecchi', 'Fantasy', 'Light Novels', 'Romance', 'School Life']",0
Ginen no Nanatsu Hime to Nanaka no Ouji (Light Novel),27508,2,"['Fantasy', 'Light Novels']",0
Ginga Chuushinten: Almagest Chuuiki (Light Novel),81039,6,"['Action', 'Drama', 'Light Novels', 'Sci Fi', 'Military', 'Outer Space']",0
Ginga Joshi Chuugakusei Diary: Ohimesama Hiroimashita. (Light Novel),26032,2,"['Light Novels', 'Sci Fi']",0
Ginga Rengou Nippon: Age after (Light Novel),81831,4,"['Action', 'Light Novels', 'Sci Fi', 'Aliens']",0
Ginga Rengou Nippon (Light Novel),27745,3,"['Action', 'Fantasy', 'Light Novels']",0
Ginga Senki no Antique (Light Novel),21303,5,"['Action', 'Comedy', 'Light Novels', 'Sci Fi', 'Based on a Web Novel']",0
Ginga Tetsudou no Yoru wo koete: Tsuki to Laika to Nosferatu Hoshimachi-hen (Light Novel),46987,4,"['Drama', 'Light Novels', 'Non-Human Protagonists', 'Supernatural']",0
Ginga wo Miru Nightingale (Light Novel),63997,4,"['Light Novels', 'Sci Fi', 'Doctors', 'Medical']",0
"Gingetsu no Yoru, Sayonara wo Iu (Light Novel)",97548,3,"['Drama', 'Light Novels', 'Romance']",0
Giniro Fuwari (Light Novel),47886,3,"['Drama', 'Light Novels', 'Romance']",0
Giniro Kitsune wa Aisare Alpha (Light Novel),52414,7,"['BL', 'Fantasy', 'Light Novels', 'Yaoi', 'Animal Characteristics', 'Omegaverse', 'Unrequited Love']",0
Gin-iro no Olynssis (Light Novel),45622,6,"['Adventure', 'Drama', 'Light Novels', 'Sci Fi', 'Post-apocalyptic', 'Based on an Anime']",0
Giniro no Sniper (Light Novel),49287,4,"['Action', 'Fantasy', 'Light Novels', 'Guns']",0
Giniro no Tsuki wa Yoru wo Utau (Light Novel),81617,5,"['Drama', 'Light Novels', 'Slice of Life', 'Music', 'School Life']",0
Ginkou Kishidan: Frost Knights (Light Novel),38908,3,"['Action', 'Fantasy', 'Light Novels']",0
Ginkou no Lighter Crois (Light Novel),47287,3,"['Action', 'Fantasy', 'Light Novels']",0
Gin no Juujika to Draculea (Light Novel),13976,9,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Light Novels', 'Romance', 'School Life', 'Supernatural', 'Vampires']",0
Ginrei Yumihime to Salty Sorcery (Light Novel),26401,5,"['Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Romance']",0
Ginrou Ou no Kyuukon (Light Novel),63189,3,"['Fantasy', 'Light Novels', 'Romance']",0
Ginsei Mitsuami Koukaiki (Light Novel),47133,4,"['Action', 'Light Novels', 'Sci Fi', 'Outer Space']",0
Ginsekai to Kaze no Shoujo (Light Novel),87511,4,"['Drama', 'Fantasy', 'Light Novels', 'Romance']",0
Ginsen no Valkyria to Fuumon no Hime (Light Novel),47284,5,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Romance']",0
Ginsetsuou no Kyouai: Wasurerareta Mitsugetsu (Light Novel),48771,2,"['Light Novels', 'Romance']",0
Ginshi no Mahoushiki (Light Novel),48263,3,"['Fantasy', 'Light Novels', 'Magic']",0
Gintama: 3-nen Z-gumi Ginpachi-sensei (Light Novel),4214,10,"['Comedy', 'Light Novels', 'Breaking the Fourth Wall', 'Gag', 'Parody', 'School Life', 'Teachers', 'Teaching', 'Adapted to Anime', 'Based on a Manga']",0
Gintama: Kaettekita 3-nen Z-gumi Ginpachi-sensei (Light Novel),88379,9,"['Comedy', 'Light Novels', 'Breaking the Fourth Wall', 'Gag', 'Parody', 'School Life', 'Teachers', 'Teaching', 'Based on a Manga']",0
Gintama Kanketsu-hen: Yorozuya yo Eien Nare (Light Novel),23588,11,"['Action', 'Comedy', 'Drama', 'Light Novels', 'Sci Fi', 'Aliens', 'Feudal Japan', 'Samurai', 'Swordplay', 'Time Travel', 'Based on a Manga']",0
Gin to Sugar Snow (Light Novel),94561,3,"['BL', 'Light Novels', 'Yaoi']",0
Gintsui no Alexandra (Light Novel),44790,3,"['Action', 'Fantasy', 'Light Novels']",0
Ginyoku no Zehra Wit (Light Novel),58750,3,"['Action', 'Fantasy', 'Light Novels']",0
Giri no Imouto to Kekkon Shimasu (Light Novel),94361,4,"['Comedy', 'Ecchi', 'Light Novels', 'Romance']",0
Girlish Number (Light Novel),23652,6,"['Comedy', 'Light Novels', 'Slice of Life', 'Idols', 'Showbiz', 'Voice Acting']",0
Girl Meets Fortissimo!! (Light Novel),100724,3,"['Light Novels', 'Music', 'School Life']",0
Girls Bad Company (Light Novel),101084,5,"['Action', 'Light Novels', 'Guns', 'School Club', 'School Life']",0
Girls Beyond the Wasteland: Yume no Saki ni Shuraba wa Matsu! (Light Novel),63723,6,"['Drama', 'Light Novels', 'Romance', 'School Club', 'School Life', 'Based on an Anime']",0
Girls Kingdom (Light Novel),28175,4,"['GL', 'Light Novels', 'Shoujo-ai', 'School Life']",0
Girls' Love of the Dead (Light Novel),61464,4,"['GL', 'Light Novels', 'Yuri', 'Zombies']",0
Girls Radio Days (Light Novel),60870,4,"['Comedy', 'Light Novels', 'Slice of Life', 'School Life']",0
Girl's Underground (Light Novel),28387,3,"['Drama', 'Light Novels', 'Sci Fi']",0
Girls und Panzer der Film (Light Novel),93451,7,"['Action', 'Light Novels', 'Military', 'Military School', 'School Club', 'School Life', 'Based on an Anime']",0
Girls und Panzer (Light Novel),67069,4,"['Comedy', 'Light Novels', 'School Life', 'Based on an Anime']",0
Girly Air Force (Light Novel),25992,6,"['Action', 'Light Novels', 'Sci Fi', 'Aviation', 'Military', 'Adapted to Anime']",0
"Gishi no Kawari ni, Yomei Ichinen to Iwareru Koushaku Shisoku-sama to Konyaku Suru Koto ni Narimashita (Light Novel)",88479,4,"['Fantasy', 'Light Novels', 'Romance', 'Nobility']",0
Gishitachi ga Zenin Juudo no Brother Datta (Light Novel),55761,6,"['Comedy', 'Ecchi', 'Harem', 'Light Novels', 'Romance', 'School Life']",0
Gisou Kakeochi no Susume! (Light Novel),49285,2,"['Light Novels', 'Romance']",0
Gisou Kekkon nara Okotowari desu! Do S na Shachou no Himitsu no Iitsuke (Light Novel),50057,2,"['Light Novels', 'Romance']",0
Gisou Kekkon no Hazu ga Aisareteimasu: Tensai Fuyojutsushi wa Rngoku de Kyuuka Chuu (Light Novel),86251,6,"['Fantasy', 'Light Novels', 'Romance', 'Magic', 'Nobility', 'Based on a Web Novel']",0
"Gisou Kekkon no Hazu na no ni, Danna-sama kara Tondemonai Chouai wo Uketemasu! Ikemen Nougakushi no Yatoware Tsuma ni Narimashita (Light Novel)",80865,2,"['Light Novels', 'Romance']",0
Gisou no Senki to Ryuusou no Senki (Light Novel),58946,2,"['Fantasy', 'Light Novels']",0
Gisou: Omegaverse (Light Novel),36608,5,"['BL', 'Light Novels', 'Yaoi', 'College', 'Omegaverse']",0
Gitei wo Shiitagete Korosareru Unmei no Akuyaku Reijou wa Nazeka Kare ni Dekiai Sareru (Light Novel),96666,6,"['Fantasy', 'Light Novels', 'Romance', 'Nobility', 'Villainess', 'Based on a Web Novel']",0
Giten Engi: Toaru Sakushi no Mikuni Kokoro Zashi (Light Novel),64772,4,"['Action', 'Drama', 'Light Novels', 'Based on a Web Novel']",0
Give Up! (Light Novel),48390,5,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'School Life']",0
Giwaku no Labyrinth: Sanbusaku (Light Novel),50110,3,"['Adventure', 'Ecchi', 'Light Novels']",0
GJ-bu Chuutoubu (Light Novel),23851,3,"['Comedy', 'Light Novels', 'School Life']",0
GJ-bu (Light Novel),13530,6,"['Comedy', 'Light Novels', 'Slice of Life', 'School Club', 'School Life', 'Adapted to Anime']",0
GJ-bu◎ (Light Novel),23849,3,"['Comedy', 'Light Novels', 'School Life']",0
GJ-bu Lost Time (Light Novel),82589,4,"['Comedy', 'Harem', 'Light Novels', 'School Life']",0
GJ-bu Weekly (Light Novel),23850,3,"['Comedy', 'Light Novels', 'School Life']",0
Glass Heart (Light Novel),99839,2,"['Light Novels', 'Music']",0
Glasslip (Light Novel),37742,6,"['Drama', 'Light Novels', 'Romance', 'Slice of Life', 'Supernatural', 'Based on an Anime']",0
Glass no Mori no Kiss de Mezamete (Light Novel),63190,4,"['BL', 'Light Novels', 'Romance', 'Yaoi']",0
Glass no Ori (Light Novel),63233,4,"['BL', 'Light Novels', 'Romance', 'Yaoi']",0
Glau Standear Koukoku Monogatari (Light Novel),17755,6,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Romance', 'Supernatural']",0
G.L. (Light Novel),87960,4,"['Comedy', 'Fantasy', 'Light Novels', 'Romance']",0
Glorious Dawn: Eyecatch (Light Novel),47112,4,"['Comedy', 'Light Novels', 'Romance', 'Sci Fi']",0
Glorious Dawn (Light Novel),47111,5,"['Action', 'Light Novels', 'Romance', 'Sci Fi', 'School Life']",0
Glorious Hearts (Light Novel),88006,4,"['Action', 'Fantasy', 'Light Novels', 'Romance']",0
Goblin no Oukoku (Light Novel),37599,6,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Based on a Web Novel']",1
Goblin no Yuusha (Light Novel),56103,6,"['Action', 'Drama', 'Fantasy', 'Light Novels', 'Monsters', 'Based on a Web Novel']",0
Goblin Slayer (Light Novel),19475,15,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Dark Fantasy', 'Guilds', 'Magic', 'Medieval', 'Monsters', 'Revenge', 'Adapted to Anime', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']",0
Goblin Slayer Side Story II: Dai Katana (Light Novel),29697,8,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Dark Fantasy', 'Medieval', 'Monsters']",0
Goblin Slayer Side Story: Year One (Light Novel),25849,13,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Light Novels', 'Dark Fantasy', 'Guilds', 'Medieval', 'Monsters', 'Revenge', 'Mature Themes', 'Physical Abuse', 'Sexual Abuse']",0
Goblin Slayer Tabletop Roleplaying Game (Light Novel),58279,7,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Light Novels', 'Dark Fantasy', 'Monsters']",0
Goblin Slayer TRPG: Replay - Shi to Wana no Machi Lansaper (Light Novel),58299,7,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Light Novels', 'Dark Fantasy', 'Monsters']",0
Goblin Slayer TRPG: Supplement (Light Novel),65459,6,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Dark Fantasy', 'Monsters']",0
Goblin Survivor (Light Novel),27258,4,"['Action', 'Adventure', 'Fantasy', 'Light Novels']",0
God Came To Apologize Because I Had a Hard Time In My Past Life (Light Novel),96327,6,"['Fantasy', 'Light Novels', 'Isekai', 'Magic', 'Person in a Strange World', 'Reincarnation']",0
God Eater: Kinki wo Yaburu Mono (Light Novel),88349,5,"['Action', 'Fantasy', 'Light Novels', 'Superpowers', 'Based on a Video Game']",0
"Godome no Jinsei, Hangeki to Sasete Itadakitaku. Dokusenyoku Tsuyome na Ouji ni Dekiai Sarete, Kashikoku Yarikaesu no ga Akujo no Tashinami desu (Light Novel)",91988,4,"['Fantasy', 'Light Novels', 'Romance', 'Nobility']",0
Gods' Games We Play (Light Novel),62582,6,"['Action', 'Fantasy', 'Light Novels', 'Gods', 'Adapted to Anime', 'Based on a Web Novel']",1
GOD W(`・ω・´)RLD: God World (Light Novel),38291,3,"['Action', 'Fantasy', 'Light Novels']",0
Goei no Method: Saidai Hyouteki no Shoujo to Chouten no Ansatsusha (Light Novel),89445,4,"['Action', 'Light Novels', 'Romance', 'School Life']",0
Goen ga Nakatta Toiu Koto de! Erabarenai Watashi wa Isekai wo Tabi Suru (Light Novel),94383,6,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Magic', 'Based on a Web Novel']",0
Goetia Shock: Tantei Alicia to Sumie no Akumu (Light Novel),101699,3,"['Ecchi', 'Light Novels', 'Sci Fi']",0
Gofukuya no Kyoudai ni Nugasarete: Yuuwaku no Kitsuke Kyoushitsu (Light Novel),50565,2,"['Light Novels', 'Romance']",0
"Gogo 4-ji. Toumei, Tokidoki Seiyuu (Light Novel)",88127,3,"['Comedy', 'Light Novels', 'School Life']",0
"Gogo Kyuu Ji, Veranda Goshi no Megami Senpai wa Boku dake no Mono (Light Novel)",89239,5,"['Comedy', 'Ecchi', 'Light Novels', 'Romance', 'Neighbors']",0
Gohan Kudasai (Light Novel),92588,3,"['BL', 'Light Novels', 'Shounen-ai']",0
Gohoubi wa Kiss ja Tarimasen!? Katei Kyoushi Reijou wa Outaishi Denka no Amasugiru Kyuuai ni Tajitaji desu! (Light Novel),89985,2,"['Light Novels', 'Romance']",0
Gohoubi wo Ageru: Idol to Aisare Ecchi (Light Novel),49195,2,"['Light Novels', 'Romance']",0
"Gokaisareta ""Migawari no Majo"" wa, Kokuou kara Saisho no Koi to Saigon no Koi wo Sasagerareru (Light Novel)",78239,7,"['Fantasy', 'Light Novels', 'Romance', 'Magic', 'Royalty', 'Witches', 'Based on a Web Novel']",0
Gokigen Naname na Goshujinsama (Light Novel),63259,4,"['BL', 'Light Novels', 'Yaoi', 'School Life']",0
Gokigen Naname na Ouji-sama (Light Novel),63258,4,"['BL', 'Light Novels', 'Yaoi', 'School Life']",0
"Gokinjo no Heion wo Midasu Yatsu ga Aitenara, Around Fifty Yuusha no Saikyou Skill wo Tsukawazaru wo Ienai! (Light Novel)",97583,4,"['Adventure', 'Fantasy', 'Light Novels', 'Magic']",0
Gokinjo no Naguri Cleric: Senki Ursula no Koukai (Light Novel),27535,2,"['Fantasy', 'Light Novels']",0
Gokudo na Kare ni Kubittake (Light Novel),46664,3,"['BL', 'Light Novels', 'Shounen-ai']",0
Gokudo to Koi to Daishou (Light Novel),63198,3,"['BL', 'Light Novels', 'Yaoi']",0
Gokudou-kun Manyuuki Gaiden (Light Novel),19376,6,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Medieval']",0
Gokudou-kun Manyuuki (Light Novel),19373,6,"['Adventure', 'Comedy', 'Fantasy', 'Light Novels', 'Medieval', 'Adapted to Anime']",0
Gokudou-san Series (Light Novel),49771,8,"['BL', 'Light Novels', 'Yaoi', 'Adult Couples', 'Childcare', 'Childhood Friends', 'Doctors', 'Yakuza']",0
Gokudou to Yoru no Otome: Hajimete wa Midara na Chigiri (Light Novel),49260,2,"['Light Novels', 'Romance']",0
Gokudou wa Miko wo Kurau (Light Novel),98848,4,"['BL', 'Light Novels', 'Yaoi', 'Explicit Sex']",0
Gokudou Youchien (Light Novel),98842,6,"['BL', 'Light Novels', 'Yaoi', 'Amnesia', 'Teachers', 'Yakuza']",0
"Gokufuri Kyohi Shite Tesaguri Start! Tokka Shinai Healer, Nakama to Wakarete Tabi ni Deru (Light Novel)",41789,8,"['Adventure', 'Fantasy', 'Light Novels', 'Magic', 'Person in a Strange World', 'Summoned Into Another World', 'Based on a Web Novel', 'Violence']",0
"Gokujou no Ichiya kara Hajimaru CEO no Shuuchakuai kara wa, Nigekirenai (Light Novel)",96851,3,"['Light Novels', 'Romance', 'CEOs']",0
Gokujou Onzoushi no Keiyaku Proposal (Light Novel),89936,3,"['Drama', 'Light Novels', 'Romance']",0
"Gokujou Onzoushi to Amaii Ichiya o Sugo Shitara, Kawaii Ouji goto Dekiai Sareteimasu (Light Novel)",96852,3,"['Light Novels', 'Romance', 'Based on a Web Novel']",0
Gokujou Onzoushi to Koi ni Ochiru Houhou Geka Joi wa Hirotta Ikemen ni Dekiai Sareru (Light Novel),86437,3,"['Light Novels', 'Romance', 'Slice of Life']",0
Gokujou Ouji no Kyouikugakari: Kougi wa Midara na Mitsu no Aji (Light Novel),49124,2,"['Light Novels', 'Romance']",0
"Gokujou Ouji, Unmei no Tsugai wo Hiro (Light Novel)",92841,4,"['Drama', 'Fantasy', 'Light Novels', 'Royalty']",0
"Gokujou Pilot no Danna-sama wa, Dekiai Tsuma wo Itai Kurai Kakoikon de Hanasanai (Light Novel)",87593,3,"['Light Novels', 'Romance', 'Slice of Life']",0
Gokujou Pilot wa Afureru Gekijou de Niizuma wo Aishi Tsuranuku: Omae no Subete ga Ai Oshii (Light Novel),92145,2,"['Light Novels', 'Romance']",0
Gokujou Shitennou Series (Light Novel),91994,2,"['Light Novels', 'Romance']",0
Goku Koi: Wake Ari Bengoshi no Tatta Hitotsu no Shuuchaku (Light Novel),79158,4,"['Light Novels', 'Romance', 'Mafia', 'Yakuza']",0
Gokumon Nadeshiko Koko Nizairi (Light Novel),88115,5,"['Action', 'Drama', 'Fantasy', 'Light Novels', 'Contemporary Fantasy']",0
Goku Pen! (Light Novel),87850,4,"['Comedy', 'Light Novels', 'Romance', 'School Life']",0
Gokusaishiki no Shokutaku (Light Novel),54079,3,"['Light Novels', 'Slice of Life', 'Food and Beverage']",0
Gokutsuma to Yobanaide (Light Novel),63307,5,"['BL', 'Light Novels', 'Romance', 'Slice of Life', 'Yaoi']",0
Golden Time Gaiden: Nijigen-kun Special (Light Novel),44366,3,"['Comedy', 'Light Novels', 'School Life']",0
Golden Time (Light Novel),6066,11,"['Comedy', 'Drama', 'Light Novels', 'Romance', 'Amnesia', 'Childhood Promise', 'College', 'Coming of Age', 'Love Triangle', 'School Life', 'Adapted to Anime']",0
Gold Rush of the Dead (Light Novel),44732,3,"['Action', 'Fantasy', 'Light Novels']",0
Gold Wolf (Light Novel),88509,2,"['Light Novels', 'Romance']",0
Golem x Girls (Light Novel),46096,3,"['Drama', 'Light Novels', 'Slice of Life']",0
"Gomen Asobase, Anata no Iinari wa Go Enryo Saseteita Dakimasu! Konyo wa Watashi Rashiku Shiawase ni Ikiteiru no de Okamai Naku (Light Novel)",92200,5,"['Drama', 'Fantasy', 'Light Novels', 'Romance', 'Based on a Web Novel']",0
"Gomen Asobase, Tonogata-sama! 100-nin no Ikemen to no Flag wa Subete Orasete Itadakimasu (Light Novel)",74132,6,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Historical', 'Based on a Web Novel']",0
Gomen ne Peach Pie (Light Novel),63308,4,"['BL', 'Light Novels', 'Romance', 'Yaoi']",0
Gomen ne Tsu-chan: 1/14569 (Light Novel),48289,4,"['Drama', 'Light Novels', 'Romance', 'School Life']",0
Gomibako kara Shitsurei Itashimasu (Light Novel),20589,3,"['Comedy', 'Light Novels', 'School Life']",0
Gonen Nikumi no Vampire (Light Novel),56956,6,"['Comedy', 'Ecchi', 'Light Novels', 'School Life', 'Supernatural', 'Vampires']",0
Gonin Hitoyaku demo Kimi ga Suki (Light Novel),72226,6,"['Comedy', 'Drama', 'Harem', 'Light Novels', 'Romance', 'School Life']",0
Gonna be the Twin-Tail!! EX (Light Novel),25612,7,"['Action', 'Comedy', 'Ecchi', 'Light Novels', 'Gender Bender', 'Parody', 'Superpowers']",0
Gonna be the Twin-Tail!! (Light Novel),15428,11,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Light Novels', 'Romance', 'Gender Bender', 'Parody', 'School Life', 'Superpowers', 'Adapted to Anime']",0
"Goodbye, Don Glees! (Light Novel)",94300,4,"['Adventure', 'Light Novels', 'Slice of Life', 'Based on an Anime']",0
"Goodbye, Don Glees! Off-Shot (Light Novel)",94299,4,"['Adventure', 'Light Novels', 'Slice of Life', 'Based on an Anime']",0
"Goodbye, Dragon Life (Light Novel)",19168,9,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Dragons', 'Magic', 'Magic School', 'Reincarnation', 'Based on a Web Novel']",0
Goodbye Genjitsu Sekai: Hacking kara Hajimaru Isekai Kaihen (Light Novel),65468,5,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Romance']",0
"Goodbye Otherworld, See You Tomorrow (Light Novel)",45091,6,"['Adventure', 'Fantasy', 'Light Novels', 'Elves', 'Isekai', 'Person in a Strange World']",1
"Goodbye, Overtime! This Reincarnated Villainess Is Living for Her New Big Brother (Light Novel)",66559,10,"['Fantasy', 'Light Novels', 'Romance', 'Isekai', 'Nobility', 'Otome Game', 'Person in a Strange World', 'Reincarnation', 'Villainess', 'Based on a Web Novel']",0
Goodbye Sengen (Light Novel),78278,6,"['Comedy', 'Drama', 'Light Novels', 'Romance', 'Based on a Song', 'School Life']",0
Good Luck Girl! (Light Novel),85701,9,"['Comedy', 'Ecchi', 'Light Novels', 'Breaking the Fourth Wall', 'Gods', 'Parody', 'School Life', 'Supernatural', 'Based on a Manga']",0
"Good Luck, Yukikaze (Novel)",34984,5,"['Action', 'Drama', 'Light Novels', 'Sci Fi', 'Adapted to Anime']",0
Go Rakuin Ouji wa Isekai wo Tanoshimu to Kimeta! (Light Novel),56070,4,"['Comedy', 'Fantasy', 'Light Novels', 'Romance']",0
Goran no Yuusha no Teikyou de Ookuri Shimasu (Light Novel),54211,2,"['Fantasy', 'Light Novels']",0
Goryuu Koku Koi Yoru (Light Novel),90420,4,"['Fantasy', 'Light Novels', 'Romance', 'Nobility']",0
Goryuu Kuni Monogatari: Koutei Heika no Neya Shinanyaku - Toumitsu no Shitone (Light Novel),49296,2,"['Light Novels', 'Romance']",0
"Go-sai de, Ryuu no Ou Otouto Denka no Hanayome ni Narimashita (Light Novel)",86521,7,"['Drama', 'Fantasy', 'Light Novels', 'Romance', 'Dragons', 'Nobility', 'Based on a Web Novel']",0
Gosai no Sasageru Fukaai wa Unmei no Ito wo Tsumugu (Light Novel),93309,4,"['Fantasy', 'Light Novels', 'Romance', 'Nobility']",0
Gosenfu Nante Kazari desu! (Light Novel),56931,3,"['Light Novels', 'Music', 'School Life']",0
Goshiki no Majo (Light Novel),25608,3,"['Fantasy', 'Light Novels', 'Witches']",0
Goshoizumiken no Yugana Tashinami (Light Novel),88351,4,"['BL', 'Light Novels', 'Romance', 'Yaoi']",0
Goshoizumi-ke no Yuuga na Tashinami (Light Novel),66684,5,"['BL', 'Drama', 'Light Novels', 'Romance', 'Yaoi']",0
"Goshujinsama, dakedo Aishiteru (Light Novel)",49377,2,"['Light Novels', 'Romance']",0
Goshujinsama no Okiniri: Dansou Juusha wa Amaku Dekiai sareru (Light Novel),47989,2,"['Light Novels', 'Romance']",0
Goshujinsama no Omezamegakari (Light Novel),28870,2,"['Light Novels', 'Romance']",0
Goshujinsama to Amai Fukujuu no Rondo (Light Novel),48629,2,"['Light Novels', 'Romance']",0
Goshujin-sama wa Gokigen Naname (Light Novel),28229,2,"['Light Novels', 'Romance']",0
Goshujinsama wa Yamaneko-hime (Light Novel),87928,5,"['Comedy', 'Fantasy', 'Light Novels', 'Romance', 'Royalty']",0
Goshujin-san to Maid-sama (Light Novel),63773,4,"['Comedy', 'Ecchi', 'Light Novels', 'Romance']",0
Goshuushou-sama Ninomiya-kun (Light Novel),21199,7,"['Comedy', 'Ecchi', 'Harem', 'Light Novels', 'Romance', 'Androphobia', 'Adapted to Anime']",0
Gosick (Light Novel),3346,11,"['Drama', 'Light Novels', 'Mystery', 'Romance', 'Boarding School', 'Detectives', 'Europe', 'Historical', 'Library', 'Adapted to Anime', 'Violence']",0
GosickS (Light Novel),13071,9,"['Drama', 'Light Novels', 'Mystery', 'Romance', 'Detectives', 'Europe', 'Historical', 'Library', 'Violence']",0
Goth: A Novel of Horror (Light Novel),3809,7,"['Drama', 'Horror', 'Light Novels', 'Mystery', 'Psychological', 'Mature Themes', 'Self-Harm']",1
Gothic Doll: Ijippari no Hanayome (Light Novel),63309,4,"['BL', 'Light Novels', 'Romance', 'Yaoi']",0
Gothic Erotica (Light Novel),47089,7,"['Light Novels', 'Romance', 'Curse', 'Love Triangle', 'Supernatural', 'Vampires', 'Werewolves']",0
Goth Loli Ping Pong (Light Novel),63311,5,"['Drama', 'Light Novels', 'Slice of Life', 'Sports', 'Ping Pong']",0
Gouhou Shota to Mecha Maid (Light Novel),95980,6,"['Adventure', 'Fantasy', 'Light Novels', 'Magic', 'Maids', 'Based on a Web Novel']",0
Gouin Koushaku no Dekiai (Light Novel),49320,2,"['Light Novels', 'Romance']",0
Gouin na Koi no Toriko: Majo wa Kishi ni Damasareru (Light Novel),55284,2,"['Light Novels', 'Romance']",0
Gouin Onzoushi no Koimitsu Lesson (Light Novel),50474,2,"['Light Novels', 'Romance']",0
Gouin Onzoushi to Amasugiru Seiryaku Kekkon: Kareinaru Mitsugetsu Keikaku (Light Novel),97082,2,"['Light Novels', 'Romance']",0
Gouin Sae mo Hitasura Amaku (Light Novel),49926,2,"['Light Novels', 'Romance']",0
Gouin Shuuchaku Dekiai Darling: Akirame no Warui Onzoushi (Light Novel),49246,2,"['Light Novels', 'Romance']",0
